iter	RMSE
167	4.816647871
168	4.81416509
169	4.808459055
170	4.803317691
171	4.797265944
172	4.792419851
173	4.790296301
174	4.785177593
175	4.781066855
176	4.775577333
177	4.770722277
178	4.768012102
179	4.762599774
180	4.759590708
181	4.755579596
182	4.752421543
183	4.743992974
184	4.74096114
185	4.737421625
186	4.732377745
187	4.728677156
188	4.725950226
189	4.723712273
190	4.720347584
191	4.717818711
192	4.712625304
193	4.710220662
194	4.706566957
195	4.70358395
196	4.699001976
197	4.695526049
198	4.690908801
199	4.689101377
200	4.686607365
201	4.68335979
202	4.678244935
203	4.673774263
204	4.670127651
205	4.666184888
206	4.6658891
207	4.662461266
208	4.658924414
209	4.656425979
210	4.653003114
211	4.6509394
212	4.648688461
213	4.644973551
214	4.642070013
215	4.638956179
216	4.631865736
217	4.62547175
218	4.619323009
219	4.61653192
220	4.61338732
221	4.60957362
222	4.603932171
223	4.60164912
224	4.597163694
225	4.594337496
226	4.591937237
227	4.590267471
228	4.587066976
229	4.581631401
230	4.577307784
231	4.575303288
232	4.572234391
233	4.5649892
234	4.562379884
235	4.557550173
236	4.554558514
237	4.551441203
238	4.544282379
239	4.542328296
240	4.536722795
241	4.534502097
242	4.532799573
243	4.531644138
244	4.529164155
245	4.526069233
246	4.524561513
247	4.521420203
248	4.516048973
249	4.511099561
250	4.509258473
251	4.508111373
252	4.505108971
253	4.499990167
254	4.498067995
255	4.492393698
256	4.489461536
257	4.483551022
258	4.481131872
259	4.479374742
260	4.475246888
261	4.47289022
262	4.471607701
263	4.464861206
264	4.4587231
265	4.452846086
266	4.44762747
267	4.441366155
268	4.4361897
269	4.430649243
270	4.426288363
271	4.420039088
272	4.415335621
273	4.411729025
274	4.408621463
275	4.40263372
276	4.399590195
277	4.393730927
278	4.39053162
279	4.385350553
280	4.383767683
281	4.376874677
282	4.375736795
283	4.373647467
284	4.370305969
285	4.368257968
286	4.365795275
287	4.363510365
288	4.357398627
289	4.351608398
290	4.348552403
291	4.342968154
292	4.340823094
293	4.335578998
294	4.331765799
295	4.329926244
296	4.325647976
297	4.319667385
298	4.315783198
299	4.3126952
300	4.309424202
301	4.304550516
302	4.298568776
303	4.297114706
304	4.292994924
305	4.289978796
306	4.287504668
307	4.284054574
308	4.281350088
309	4.27843004
310	4.272006239
311	4.266002764
312	4.261039318
313	4.259808155
314	4.253763884
315	4.252394109
316	4.246933314
317	4.242896144
318	4.237945211
319	4.233960736
320	4.227396019
321	4.22192121
322	4.21629601
323	4.209885578
324	4.206234882
325	4.204009104
326	4.200093267
327	4.198330056
328	4.194189371
329	4.190269066
330	4.188071847
331	4.182694357
332	4.180858417
333	4.177312882
334	4.172776339
335	4.168450595
336	4.166190641
337	4.164250318
338	4.163339312
339	4.157499388
340	4.155484304
341	4.15351159
342	4.151525364
343	4.146941757
344	4.145121978
345	4.144148601
346	4.141913468
347	4.137386616
348	4.133013013
349	4.130116201
350	4.126267065
351	4.126154445
352	4.121698068
353	4.119812023
354	4.118419897
355	4.113600684
356	4.109115006
357	4.104957266
358	4.103874835
359	4.100562998
360	4.10027814
361	4.096351653
362	4.092872723
363	4.092598798
364	4.088886987
365	4.0847738
366	4.080206128
367	4.07503255
368	4.073236196
369	4.072448148
370	4.071282985
371	4.068325108
372	4.0672488
373	4.065339773
374	4.061469905
375	4.057861002
376	4.056899714
377	4.056255705
378	4.051671344
379	4.046345914
380	4.043146382
381	4.039613605
382	4.036761334
383	4.032611663
384	4.029735695
385	4.025378885
386	4.021905257
387	4.020324518
388	4.017703364
389	4.013658848
390	4.010546996
391	4.008134455
392	4.004739468
393	4.001619948
394	4.000755316
395	3.995315602
396	3.994497405
397	3.993100428
398	3.989634354
399	3.985463029
400	3.982924326
401	3.978736187
402	3.976331051
403	3.975662998
404	3.970548948
405	3.966676379
406	3.963798212
407	3.960007848
408	3.957440899
409	3.952732187
410	3.950418261
411	3.947527015
412	3.945188325
413	3.939628524
414	3.939460178
415	3.937685387
416	3.933036349
417	3.928647411
418	3.926657211
419	3.922092202
420	3.918794347
421	3.916944003
422	3.913421989
423	3.911571644
424	3.908048951
425	3.906775242
426	3.906176199
427	3.904264442
428	3.901358786
429	3.899874595
430	3.896106044
431	3.892604263
432	3.889218681
433	3.887864304
434	3.886914389
435	3.883648676
436	3.879336923
437	3.878327954
438	3.875829825
439	3.873791385
440	3.871297063
441	3.869913803
442	3.86793181
443	3.866637
444	3.864381182
445	3.860819226
446	3.857188214
447	3.853898094
448	3.851053206
449	3.850832324
450	3.845612458
451	3.842988793
452	3.840670701
453	3.840081864
454	3.837292022
455	3.833920246
456	3.831323669
457	3.831176945
458	3.828858108
459	3.827385887
460	3.825788907
461	3.821479107
462	3.817230528
463	3.815837064
464	3.814092557
465	3.813713661
466	3.809733202
467	3.806776107
468	3.805474122
469	3.80472334
470	3.803222501
471	3.7993733
472	3.794383313
473	3.791988169
474	3.79139239
475	3.791284911
476	3.788463447
477	3.786843823
478	3.78353074
479	3.781305774
480	3.775681002
481	3.773834486
482	3.770091189
483	3.766499627
484	3.763667118
485	3.763397053
486	3.763288239
487	3.762094573
488	3.761096709
489	3.760038261
490	3.756516066
491	3.755345007
492	3.752575141
493	3.74936945
494	3.744887594
495	3.741512849
496	3.738152235
497	3.734593354
498	3.732997605
499	3.730397886
500	3.727760824
501	3.726802103
502	3.725038588
503	3.724191782
504	3.722587191
505	3.719204321
506	3.719100313
507	3.718047138
508	3.714558261
509	3.709952206
510	3.707726777
511	3.705419736
512	3.704357689
513	3.699601831
514	3.698846079
515	3.697822916
516	3.693656983
517	3.693177021
518	3.688755692
519	3.686465533
520	3.68599963
521	3.685933862
522	3.683406102
523	3.680695664
524	3.678402415
525	3.674687777
526	3.673892048
527	3.673244203
528	3.670962364
529	3.668874177
530	3.665977567
531	3.662003127
532	3.661940603
533	3.656834215
534	3.653429226
535	3.652420373
536	3.651149695
537	3.651047793
538	3.648865379
539	3.644047856
540	3.643633562
541	3.640611374
542	3.637475595
543	3.636872013
544	3.635696747
545	3.634598589
546	3.633457414
547	3.630207801
548	3.626063408
549	3.624240328
550	3.620587815
551	3.618895612
552	3.615445466
553	3.610827922
554	3.608440449
555	3.606502364
556	3.60395507
557	3.603438414
558	3.600555955
559	3.597389091
560	3.592771635
561	3.590296341
562	3.589028224
563	3.586295719
564	3.583549904
565	3.581918671
566	3.578959396
567	3.577086388
568	3.573255998
569	3.571038026
570	3.569189537
571	3.568234188
572	3.567065494
573	3.566872668
574	3.563728921
575	3.562155609
576	3.558485466
577	3.555732908
578	3.553982144
579	3.552691895
580	3.551036756
581	3.547327845
582	3.54432496
583	3.542759374
584	3.539561795
585	3.536884771
586	3.533366317
587	3.530594292
588	3.528582186
589	3.525192066
590	3.521505656
591	3.521450778
592	3.519834699
593	3.51834267
594	3.517120698
595	3.514893405
596	3.513140676
597	3.511416679
598	3.508724027
599	3.505814783
600	3.504427618
601	3.502762186
602	3.498787363
603	3.49870997
604	3.495528973
605	3.494704334
606	3.492186184
607	3.491677552
608	3.489390453
609	3.485942316
610	3.4841593
611	3.483985042
612	3.482688416
613	3.480057752
614	3.479399921
615	3.477435792
616	3.476948702
617	3.475680848
618	3.473337261
619	3.47088587
620	3.467339042
621	3.465765131
622	3.462475719
623	3.459783361
624	3.458893046
625	3.455478059
626	3.454690263
627	3.453261501
628	3.452213983
629	3.44930313
630	3.44745629
631	3.445308414
632	3.443598771
633	3.440187065
634	3.437966398
635	3.435905196
636	3.431267453
637	3.428410715
638	3.428345148
639	3.425097713
640	3.42176589
641	3.421688614
642	3.419124964
643	3.417081673
644	3.415051574
645	3.413284873
646	3.412332417
647	3.407813306
648	3.405005176
649	3.403612548
650	3.402860996
651	3.40146724
652	3.399535557
653	3.396567082
654	3.392701466
655	3.390061298
656	3.388877065
657	3.386883599
658	3.383044767
659	3.379433977
660	3.376007371
661	3.375597241
662	3.375532242
663	3.374310991
664	3.371391225
665	3.371015762
666	3.369209296
667	3.366791646
668	3.365881888
669	3.363386461
670	3.360705527
671	3.358520485
672	3.355342166
673	3.352318822
674	3.348846209
675	3.347736936
676	3.346860679
677	3.345047652
678	3.344953344
679	3.343188447
680	3.340844482
681	3.339183118
682	3.337310656
683	3.334914909
684	3.334705167
685	3.331918398
686	3.331559126
687	3.329674338
688	3.329570397
689	3.329008343
690	3.327799948
691	3.326227675
692	3.323401172
693	3.319495118
694	3.319025144
695	3.316122161
696	3.314186384
697	3.313011946
698	3.310676817
699	3.30940607
700	3.309215035
701	3.306301707
702	3.305727862
703	3.304596645
704	3.303003618
705	3.301658679
706	3.297864831
707	3.295611827
708	3.293016941
709	3.291196992
710	3.28842648
711	3.287175638
712	3.286100854
713	3.283399972
714	3.282973117
715	3.279861513
716	3.278615786
717	3.277731341
718	3.276893313
719	3.274125709
720	3.27339469
721	3.270901087
722	3.270445906
723	3.26876515
724	3.265917834
725	3.26369967
726	3.262354155
727	3.260792612
728	3.259757742
729	3.258762136
730	3.257206552
731	3.256145787
732	3.255209548
733	3.254904538
734	3.254021359
735	3.251806664
736	3.250470448
737	3.247392242
738	3.245711373
739	3.242359103
740	3.239288816
741	3.236858074
742	3.236770312
743	3.23431757
744	3.233505421
745	3.231042312
746	3.22771349
747	3.224011292
748	3.222920479
749	3.222408667
750	3.220873658
751	3.217631228
752	3.216365887
753	3.215015163
754	3.213712714
755	3.213374677
756	3.211244234
757	3.208467599
758	3.207179016
759	3.204689555
760	3.202665972
761	3.200115374
762	3.199601017
763	3.199185564
764	3.198405448
765	3.197047414
766	3.195509364
767	3.194546812
768	3.191948183
769	3.189230147
770	3.188524019
771	3.188467053
772	3.186452701
773	3.185819763
774	3.183763749
775	3.180453626
776	3.178579728
777	3.177150826
778	3.17416959
779	3.173848209
780	3.173354464
781	3.172359298
782	3.169944519
783	3.167579105
784	3.166484089
785	3.166012105
786	3.163635656
787	3.163142657
788	3.160267241
789	3.157316921
790	3.157095458
791	3.154729552
792	3.152869291
793	3.150511229
794	3.149790353
795	3.149706105
796	3.148262022
797	3.144559276
798	3.144204782
799	3.144127226
800	3.141793573
801	3.141043197
802	3.138708544
803	3.135426934
804	3.134453275
805	3.132005223
806	3.131719447
807	3.131037759
808	3.130883367
809	3.130704575
810	3.129203935
811	3.126248015
812	3.124658835
813	3.122426483
814	3.12187074
815	3.117952918
816	3.117116522
817	3.114902278
818	3.112193736
819	3.109252296
820	3.106984446
821	3.105521859
822	3.104118445
823	3.103467627
824	3.101165388
825	3.100162108
826	3.09866229
827	3.096339481
828	3.095412512
829	3.093347759
830	3.092657035
831	3.09103433
832	3.090140197
833	3.089061864
834	3.085933057
835	3.082318082
836	3.079728561
837	3.078826977
838	3.075876408
839	3.075833985
840	3.075414079
841	3.073421155
842	3.071349988
843	3.068611281
844	3.067055834
845	3.065499578
846	3.063521423
847	3.060605277
848	3.059737552
849	3.058252675
850	3.056833643
851	3.054946992
852	3.053491323
853	3.05281905
854	3.050674215
855	3.048274906
856	3.047235679
857	3.045414567
858	3.044203593
859	3.041949415
860	3.041327746
861	3.03996781
862	3.039156158
863	3.038953303
864	3.03769568
865	3.036762661
866	3.036471278
867	3.035557673
868	3.033619687
869	3.03315193
870	3.028486575
871	3.028431682
872	3.027996172
873	3.025393282
874	3.023243085
875	3.022464055
876	3.022426221
877	3.021237449
878	3.019262688
879	3.017960069
880	3.017490605
881	3.015008916
882	3.014484911
883	3.013808797
884	3.013161541
885	3.012147141
886	3.011310156
887	3.010925472
888	3.010272251
889	3.00821941
890	3.006433084
891	3.005887969
892	3.00481887
893	3.00334848
894	3.000592845
895	2.999453646
896	2.998962946
897	2.996515512
898	2.995668349
899	2.994962264
900	2.994206383
901	2.992849647
902	2.991112308
903	2.987906595
904	2.985626769
905	2.984023584
906	2.983514426
907	2.98223512
908	2.98141473
909	2.979280784
910	2.977246639
911	2.97616736
912	2.973599934
913	2.971224059
914	2.970067205
915	2.96807686
916	2.967598922
917	2.966821035
918	2.96497366
919	2.9629532
920	2.962032424
921	2.959560131
922	2.958806429
923	2.958243281
924	2.954643045
925	2.953766352
926	2.953546817
927	2.952233379
928	2.951928868
929	2.950638067
930	2.948762961
931	2.94560549
932	2.943623053
933	2.943109451
934	2.941282136
935	2.940327449
936	2.9383348
937	2.938178432
938	2.935312162
939	2.932347097
940	2.930625165
941	2.92912507
942	2.927745318
943	2.925053486
944	2.924284066
945	2.923105678
946	2.921567489
947	2.920353169
948	2.920062746
949	2.91940099
950	2.919199761
951	2.918984845
952	2.918951891
953	2.917785296
954	2.917633818
955	2.916430297
956	2.915692065
957	2.914806244
958	2.91301619
959	2.912464802
960	2.911296358
961	2.910333882
962	2.908725621
963	2.905368061
964	2.904673493
965	2.90231416
966	2.900712511
967	2.8983325
968	2.897669103
969	2.896859656
970	2.895627607
971	2.893833355
972	2.893083184
973	2.891893755
974	2.889787759
975	2.888563527
976	2.886630322
977	2.884301942
978	2.883992689
979	2.883035726
980	2.882260857
981	2.880332758
982	2.87858509
983	2.877949712
984	2.87567366
985	2.872680734
986	2.871889069
987	2.871290742
988	2.86992753
989	2.869606142
990	2.868461978
991	2.865736102
992	2.86548113
993	2.863245839
994	2.861192879
995	2.858900256
996	2.858264221
997	2.857321362
998	2.855110498
999	2.854434474
